82.308,82.308,82.308,82.308,82.308,16.371,16.371,16.371,16.371,16.371,9.9235,9.9235,9.9235,9.9235,9.9235,43.427,43.427,43.427,43.427,43.427,14.714,14.714,14.714,14.714,14.714,33.337,33.337,33.337,33.337,33.337,48.134,48.134,48.134,48.134,48.134,61.053,61.053,61.053,61.053,61.053,69.734,69.734,69.734,69.734,69.734,49.899,49.899,49.899,49.899,49.899,56.645,56.645,56.645,56.645,56.645,34.659,34.659,34.659,34.659,34.659
53.64,53.695,53.318,49.683,55.245,14.419,17.059,18.186,17.613,14.527,4.8086,7.4063,3.8164,4.5999,4.4065,20.587,19.924,20.16,20.047,21.725,14.042,9.5055,9.3707,10.162,11.461,60.459,63.119,65.174,63.681,64.072,47.771,47.295,50.729,46.803,48.173,32.814,33.923,32.767,33.078,33.003,69.472,68.582,70.658,71.426,70.579,23.376,25.613,25.687,23.366,27.365,29.257,32.621,29.837,30.024,30.354,11.38,13.791,15.147,12.599,14.608
44.683,47.224,46.766,47.544,46.149,34.573,32.808,35.512,35.477,33.31,4.387,8.0567,4.9055,9.7713,6.9671,54.605,49.754,52.14,51.318,53.511,8.2311,10.031,8.8268,10.021,7.4798,84.276,82.816,82.267,81.893,80.779,77.107,75,74.309,73.502,71.42,34.169,37.865,37.11,35.785,36.14,63.893,64.655,64.874,61.506,64.69,40.843,36.32,40.02,39.464,36.995,4.6289,7.426,4.218,8.3227,6.7784,45.954,45.048,41.038,40.21,42.653
14.985,16,18.207,16.442,17.331,6.7265,3.9643,3.5548,4.9679,5.9599,26.086,28.734,26.54,25.906,25.942,55.935,52.724,57.801,54.854,56.573,27.969,24.907,25.917,26.758,26.711,92.905,95.099,97.39,93.681,93.254,73.216,71.138,71.795,74.19,70.225,65.792,62.95,67.006,62.325,63.671,63.488,63.359,60.659,62.516,64.38,11.134,12.675,9.4792,13.28,13.579,14.706,16.442,13.826,14.035,16.004,22.049,19.552,20.252,20.409,22.206
40.81,42.833,38.722,38.534,39.984,7.2253,6.1975,11.226,11.251,8.3952,11.392,14.163,12.269,9.1864,12.83,80.157,76.736,77.782,76.808,78.578,10.201,8.3766,9.6602,9.3397,13.231,70.677,72.054,73.019,71.529,73.057,75.169,73.276,72.761,71.864,74.142,94.076,93.89,95.073,92.376,96.045,88.607,91.83,92.82,92.1,91.896,37.535,41.462,38.637,36.025,39.919,21.534,23.073,25.602,23.582,23.283,3.9802,3.0956,7.2473,4.3453,4.1138
51.27,50.241,50.46,49.22,52.419,40.362,40.809,39.213,37.93,36.367,37.564,36.644,34.81,39.739,37.786,99.728,100.86,100.72,99.58,98.443,12.87,12.637,17.322,17.246,13.249,46.782,45.236,44.954,44.694,44.546,99.822,99.994,103.94,102.81,102.04,90.72,87.799,86.376,91.356,86.603,109.22,109.28,109.44,110.67,110.66,29.703,30.959,31.591,26.957,27.997,18.454,16.964,16.051,19.044,14.872,29.148,28.283,27.959,26.569,26.475
42.814,44.381,48.4,45.598,43.415,67.566,65.438,64.295,68.14,63.784,62.603,59.18,59.509,60.329,58.431,78.579,78.001,74.917,74.195,75.385,17.266,11.436,14.372,12.431,12.88,31.507,28.546,26.66,30.889,26.301,77.028,78.642,73.358,73.341,73.239,61.598,58.248,57.068,59.116,59.878,79.023,76.117,78.324,78.863,79.384,55.126,52.033,51.437,51.245,52.282,23.303,20.873,22.675,23.063,23.421,52.138,52.649,52.131,48.692,53.532
18.482,15.922,18.208,14.571,18.27,85.945,85.527,82.762,86.862,82.192,85.303,87.425,85.886,88.917,89.287,63.861,65.134,67.09,66.62,63.414,15.537,13.52,15.343,14.929,13.696,2.6748,8.1345,6.8153,4.2346,6.5812,48.198,46.57,48.66,45.819,44.173,39.261,37.463,35.466,39.631,38.987,104.51,106.64,107.23,107.12,105.59,51.177,51.213,50.449,50.659,49.671,6.6313,6.9102,5.5475,3.8962,3.9207,77.748,77.908,81.43,82.838,80.912
22.48,21.055,19.834,21.736,21.879,113.54,110.59,109.97,110.65,114.57,100.69,103.95,104.47,102.47,102.23,39.363,38.783,36.648,38.008,34.461,39.081,40.487,42.033,41.359,41.132,30.537,29.959,27.802,30.734,28.23,78.022,77.348,77.08,75.071,72.397,12.602,10.64,12.808,9.7108,10.105,75.94,76.521,80.042,75.54,78.751,55.98,55.465,58.951,58.176,56.297,35.026,35.149,36.198,35.503,35.861,54.309,55.081,59.459,55.032,54.308
13.965,16.095,16.578,16.824,15.871,83.447,79.783,82.824,81.085,84.103,97.179,96.711,98.522,97.429,99.361,31.183,30.527,27.512,26.301,30.801,36.363,32.149,32.362,36.085,34.47,20.579,20.521,22.855,21.92,24.147,43.974,47.088,44.307,44.391,48.644,7.5853,9.8658,10.521,9.8929,8.2937,54.993,55.745,54.59,51.946,54.118,53.9,52.574,48.642,53.218,52.093,63.716,64.203,60.387,63.137,58.364,79.315,76.854,73.574,74.638,77.059
24.768,19.418,23.997,23.612,21.332,69.793,68.499,67.886,69.883,69.843,68.231,68.945,67.454,66.62,72.219,4.0841,3.8958,6.33,7.3121,5.5672,50.98,53.582,53.141,51.251,52.994,40.855,43.227,41.787,38.605,43.991,71.374,71.197,71.487,76.736,71.849,26.888,29.544,27.919,27.948,25.969,26.099,26.815,26.852,26.626,29.587,76.876,79.279,79.755,78.42,80.035,76.983,79.253,78.109,80.905,77.599,57.481,60.244,60.562,59.114,60.09
24.923,24.846,22.122,23.362,20.94,89.055,88.866,92.973,89.93,92.569,43.893,45.81,46.653,44.345,43.23,10.526,9.9501,11.073,11.673,12.157,80.919,77.891,79.93,79.607,82.348,51.859,54.638,55.27,55.052,53.081,99.082,103.53,103.84,104.22,101.98,10.028,7.4445,9.9697,8.1382,4.9641,7.7905,11.985,10.688,12.136,10.088,105.94,101.13,102.13,103,106.7,72.741,73.786,73.533,72.825,74.964,87.169,88.051,90.221,90.059,88.957
2.5056,6.2063,4.1495,7.4215,5.9482,71.218,70.574,70.707,70.702,68.615,18.31,20.081,18.77,19.636,18.54,27.705,27.552,28.561,30.698,26.374,75.122,71.894,73.192,72.496,70.09,64.62,63.997,65.011,63.902,65.31,90.371,91.778,89.549,91.641,87.626,11.001,7.897,9.8932,9.0965,8.6081,15.653,20.381,19.244,19.86,20.655,105.99,107.88,104.03,104.22,104.75,76.469,73.757,76.26,76.173,72.551,70.165,69.725,67.659,65.893,67.382
25.689,23.123,27.739,26.94,25.32,49.122,51.855,51.1,51.631,48.194,46.621,46.912,47.777,50.408,51.543,11.094,11.337,7.3543,10.069,11.827,71.146,73.144,71.458,75.229,72.487,95.69,93.637,97.314,93.939,97.743,104.42,99.943,103.57,103.03,102.53,38.734,43.386,39.64,41.821,38.288,24.7,20.997,19.527,22.239,24.082,80.242,79.249,75.598,77.845,80.023,98.152,95.177,97.5,95.073,97.233,74.805,71.189,70.267,75.432,70.315
13.969,11.908,8.8727,11.784,10.752,58.755,61.371,60.575,61.692,62.575,68.334,69.23,67.561,66.966,67.134,36.504,36.11,35.731,37.261,38.195,85.176,81.791,82.4,84.395,83.38,65.389,69.959,65.686,68.722,66.969,103.45,103.44,99.804,105,100.45,60.289,59.832,63.837,63.245,60.566,31.983,33.704,34.295,31.393,32.956,65.275,63.658,60,64.456,64.997,104.32,104.63,107.99,103.11,105.22,101.09,103.68,103.58,103.89,103.78
9.3611,9.367,10.588,7.3609,10.392,33.361,29.779,28.241,32.891,33.328,62.298,59.895,61.841,57.904,61.125,27.332,23.598,26.476,26.845,24.973,81.878,80.953,84.372,83.102,78.926,47.545,45.587,48.301,45.281,44.804,100.35,99.897,102.12,98.197,100.13,70.18,66.874,68.361,70.113,69.156,58.728,57.893,55.462,54.931,54.777,76.895,80.512,76.706,77.221,76.688,77.386,76.017,78.292,79.565,78.685,92.388,91.462,93.953,89.782,93.527
40.273,36.623,37.926,36.807,35.836,34.671,35.685,33.682,36.811,37.097,45.168,44.608,46.4,46.981,47.052,14.272,9.7821,13.028,14.489,11.243,59.261,57.259,61.267,59.697,56.311,75.43,70.977,71.519,74.848,74.858,97.735,100.01,100.2,101.99,97.93,78.48,76.871,76.942,78.478,80.259,57.699,57.751,56.818,59.248,58.952,79.408,81.783,81.388,78.427,79.349,51.136,47.747,52.93,52.511,52.563,101.6,99.713,99.853,101.97,98.941
65.452,71.273,66.032,69.28,68.1,6.9134,5.1405,6.3377,8.6278,7.7012,42.654,43.487,43.851,43.574,42.072,25.171,24.215,24.623,27.893,29.998,31.421,35.351,34.157,33.951,35.292,104.32,102.29,99.615,100.72,100.58,98.961,100.62,101.33,103.84,101.65,111.36,111.21,106.43,110.42,108.34,34.368,33.628,37.602,34.262,36.248,61.826,61.783,58.657,59.264,58.636,77.708,76.453,73.467,74.08,76.653,92.81,92.903,94.806,94.804,94.32
56.329,55.678,61.589,55.993,57.587,35.492,33.439,37.78,34.935,38.256,49.214,54.679,52.214,50.806,54.239,7.9245,5.2018,7.0797,6.858,7.5202,58.961,58.604,56.91,57.986,55.387,79.056,80.237,80.785,80.762,82.288,104.68,103.87,104.04,101.96,105.81,76.699,80.147,80.02,76.172,79.754,2.412,3.919,7.8334,3.8997,3.8947,88.493,90.388,87.069,87.782,90.337,96.904,96.602,99.471,99.83,97.625,85.126,83.389,85.933,83.994,85.199
72.955,72.751,74.81,77.331,73.518,20.63,22.924,23.021,19.182,17.84,47.957,48.407,51.574,48.233,49.731,30.616,26.499,29.349,30.542,31.205,75.244,75.044,74.329,76.868,76.408,81.03,79.551,81.373,83.558,79.757,107.91,108.53,109.34,109.42,109.89,80.919,83.653,86.4,84.924,82.017,11.208,8.2934,12.591,10.921,10.774,87.285,88.121,85.224,82.586,88.135,83.86,85.559,80.66,84.908,86.053,51.897,54.457,53.178,52.458,52.864
91.26,90.527,92.45,96.043,96.233,20.219,18.38,16.759,20.094,18.137,17.471,17.469,18.1,18.715,22.751,50.39,51.485,50.397,51.337,50.318,100.57,105.49,100.49,103.99,105.9,54.927,57.771,56.729,54.246,54.218,91.649,90.661,88.736,88.315,89.811,72.262,70.936,68.704,72.339,71.741,19.99,15.317,14.462,14.309,17.073,57.265,54.445,53.761,55.864,57.697,82.796,82.855,83.421,79.315,78.682,31.774,31.728,29.269,34.059,32.892
83.708,86.59,86.29,83.277,85.873,8.921,10.344,10.71,10.483,8.9332,22.397,21.593,17.253,19.292,22.872,26.268,22.642,27.766,25.257,25.254,104.07,101.71,103.79,99.2,103.07,30.292,28.036,25.258,28.074,29.336,71.944,68.408,68.788,73.106,70.074,100.36,98.963,100.01,101.04,100.63,45.34,44.67,48.026,43.996,47.447,36.098,37.114,40.711,39.443,40.487,53.824,57.444,53.885,54.379,57.9,53.06,55.79,53.423,51.462,55.783
57.549,58.476,56.659,57.738,56.364,18.828,15.007,18.806,17.346,18.535,41.998,44.622,44.033,41.777,43.366,45.185,48.807,46.609,46.066,47.928,112.95,109.89,113.61,114.17,111.59,39.806,35.841,40.008,39.93,36.238,90.439,91.491,91.556,90.469,89.638,70.972,72.305,69.45,72.559,74.858,68.701,71.81,70.649,67.98,69.778,8.3249,7.9551,11.207,11.843,10.252,57.443,57.757,55.319,55.917,55.312,67.095,65.844,66.764,68.002,63.549
72.893,68.457,68.824,68.937,70.25,38.232,36.854,37.509,36.709,38.472,59.856,60.258,57.304,59.085,61.216,15.68,17.451,13.741,17.925,13.975,93.076,94.757,95.166,95.115,95.661,47.802,51.479,52.981,47.756,48.894,80.411,80.539,76.909,75.833,75.802,98.029,100.16,99.504,102.94,97.707,43.248,38.769,41.797,39.898,39.098,23.739,22.986,23.746,25.734,22.191,46.855,46.705,46.173,43.674,44.88,89.644,93.047,93.485,89.909,89.447
101.05,100.96,98.153,97.736,96.152,59.991,61.904,60.778,60.953,62.576,48.881,46.296,45.97,46.937,49.557,43.602,47.477,46.49,43.543,48.511,104.67,106.98,104.81,104.35,106.75,77.377,72.895,73.844,72.19,72.51,108.89,107.74,108.04,108.85,106.34,70.876,72.648,75.682,73.558,74.825,32.488,28.325,30.91,31.847,28.833,19.146,21.96,20.749,19.559,21.267,70.427,74.234,69.247,71.68,72.774,63.027,61.979,63.189,64.842,63.223
