0.00022744,0.00057105,0.00096531,0.0030348,0.0035407,0.0054024,0.0074794,0.010946,0.011498,0.011936,0.029783,0.031855
0.00022744,0.00022744,0.012242,0.013174,0.18033,0.1977,0.19823,0.1985,0.19856,0.19867,0.20023,0.21877
0.00039537,0.030347,0.00022744,0.035736,0.055993,0.07631,0.079203,0.0803,0.080575,0.081209,0.082871,0.097272
0.0028724,0.0055398,0.011575,0.00022744,0.013594,0.029641,0.6102,0.75149,0.75592,0.76731,0.77369,0.7854
0.00085209,0.66166,0.70006,0.70321,0.00022744,0.75513,0.75696,0.75792,0.75815,0.75854,0.76409,0.82171
0.0027695,0.066189,0.089909,0.10766,0.14693,0.00022744,0.15506,0.15869,0.15919,0.16004,0.19856,0.77818
0.0012245,0.0022167,0.0044585,0.25319,0.25396,0.25963,0.00022744,0.3362,0.33839,0.34404,0.34653,0.35076
0.0034788,0.0041619,0.0052644,0.057044,0.057595,0.060432,0.22668,0.00022744,0.23638,0.2482,0.25123,0.25364
0.00055271,0.0007104,0.0009832,0.003264,0.0033997,0.0037776,0.0081097,0.017817,0.00022744,0.064589,0.064966,0.065306
0.00043615,0.00070975,0.0013367,0.0070412,0.0072721,0.0079438,0.019254,0.031123,0.078064,0.00022744,0.078514,0.079077
0.017768,0.021652,0.023342,0.02864,0.031896,0.054237,0.05782,0.060886,0.061263,0.061716,0.00022744,0.092777
0.0011689,0.027939,0.038936,0.04714,0.063441,0.31064,0.31436,0.31598,0.3162,0.31658,0.3319,0.00022744
