0.00039104,0.0005745,0.00096902,0.0030304,0.0035353,0.0054137,0.0074846,0.010911,0.011462,0.0119,0.029728,0.031773
0.00065562,0.00039104,0.032873,0.035428,0.53466,0.57944,0.58092,0.58168,0.58186,0.58216,0.58659,0.63559
0.00039104,0.030463,0.00039104,0.035882,0.055952,0.076261,0.079141,0.080245,0.08052,0.081146,0.082813,0.09716
0.0028914,0.0055632,0.011643,0.00039104,0.013669,0.029784,0.61244,0.75348,0.75791,0.76928,0.77568,0.78741
0.00041699,0.33186,0.34992,0.35145,0.00039104,0.37574,0.37663,0.3771,0.37721,0.37741,0.38013,0.40706
0.003151,0.075285,0.10292,0.12368,0.16834,0.00039104,0.17779,0.182,0.18258,0.18357,0.22632,0.89473
0.0012403,0.0022457,0.0044883,0.25179,0.25255,0.25823,0.00039104,0.33596,0.33816,0.3438,0.34631,0.35051
0.0034515,0.0041263,0.0052184,0.057261,0.057812,0.060645,0.22783,0.00039104,0.23759,0.24943,0.25248,0.25489
0.00055512,0.00071355,0.00098657,0.0032665,0.0034034,0.0037828,0.0081384,0.017936,0.00039104,0.064844,0.065223,0.065564
0.00044034,0.00071403,0.0013493,0.0070648,0.0072944,0.0079655,0.019286,0.031055,0.078293,0.00039104,0.078744,0.079309
0.017722,0.021602,0.023271,0.028596,0.031832,0.054144,0.057731,0.060784,0.061162,0.061614,0.00039104,0.092543
0.00079098,0.018661,0.025607,0.030812,0.04197,0.20795,0.21031,0.21135,0.21149,0.21174,0.22234,0.00039104
