0.00039131,0.00057458,0.0009673,0.0030245,0.0035277,0.0053954,0.0074518,0.010923,0.011473,0.011912,0.029797,0.031867
0.00065095,0.00039131,0.031009,0.033465,0.53236,0.57398,0.57539,0.57613,0.5763,0.57661,0.5809,0.62657
0.00039131,0.030446,0.00039131,0.035866,0.056192,0.076486,0.079368,0.080461,0.080736,0.081364,0.083033,0.097318
0.0020632,0.0037947,0.0077245,0.00039131,0.0090568,0.019017,0.43288,0.55295,0.55647,0.56553,0.56979,0.57722
0.0004263,0.33062,0.35079,0.35244,0.00039131,0.38025,0.3812,0.38169,0.38181,0.38201,0.38486,0.41521
0.0031254,0.07466,0.10236,0.12313,0.16774,0.00039131,0.17716,0.18136,0.18194,0.18293,0.22556,0.89037
0.0020508,0.0039736,0.0083789,0.42095,0.42244,0.43416,0.00039131,0.53223,0.53532,0.54331,0.54793,0.5565
0.0034401,0.0041203,0.0052133,0.05681,0.05736,0.06019,0.22791,0.00039131,0.23768,0.24948,0.25254,0.25496
0.00055665,0.0007142,0.00099188,0.0032746,0.0034096,0.0037937,0.0081377,0.01788,0.00039131,0.064857,0.065233,0.065573
0.00043729,0.00071369,0.0013421,0.0070561,0.007286,0.007962,0.019295,0.031138,0.078344,0.00039131,0.078796,0.079364
0.017714,0.021604,0.023274,0.028576,0.031839,0.054357,0.057962,0.061029,0.061405,0.061855,0.00039131,0.092852
0.00077711,0.018653,0.025592,0.030803,0.041915,0.20769,0.21006,0.21112,0.21127,0.21151,0.2222,0.00039131
